1;14
2;24
3;21
4;23
5;22
6;24
7;30
8;35
9;49
10;73
11;80
12;86
13;98
14;84
15;76
16;73
17;69
18;78
19;104
20;123
21;150
22;115
23;95
24;85
25;65
26;20
